YFR028C	CDC14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YFR028C	CDC14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YFR028C	CDC14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YFR028C	CDC14	ORF	Verified	GO:0030869	RENT complex	cellular_component	part of	manually curated
YDL014W	NOP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL014W	NOP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL031W	DBP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL042C	SIR2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL042C	SIR2	ORF	Verified	GO:0030869	RENT complex	cellular_component	part of	manually curated
YDL051W	LHP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL060W	TSR1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL148C	NOP14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL148C	NOP14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL148C	NOP14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL153C	SAS10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL175C	AIR2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL208W	NHP2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL208W	NHP2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDL208W	NHP2	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YDL213C	NOP6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YDL213C	NOP6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR005C	MAF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR021W	FAL1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR026C	NSI1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YDR026C	NSI1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR060W	MAK21	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YDR083W	RRP8	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
