S000028656	YIL021C-A	S. cerevisiae	""	""
S000028658	YIL177W-A	S. cerevisiae	""	""
S000028659	YJL020W-A	S. cerevisiae	""	""
S000028660	YJL026C-A	S. cerevisiae	""	""
S000028663	YJL222W-A	S. cerevisiae	""	""
S000028664	YJL222W-B	S. cerevisiae	""	""
S000028665	YJL225W-A	S. cerevisiae	""	""
S000028666	YJR140W-A	S. cerevisiae	""	""
S000028668	YKL156C-A	S. cerevisiae	""	""
S000028669	YKR075W-A	S. cerevisiae	""	""
S000028670	YLL019W-A	S. cerevisiae	""	""
S000028671	YLL066W-A	S. cerevisiae	""	""
S000028673	YLL067W-A	S. cerevisiae	""	""
S000028674	YLR120W-A	S. cerevisiae	""	""
S000028675	YLR154W-A	S. cerevisiae	""	""
S000028676	YLR154W-E	S. cerevisiae	""	""
S000028679	YLR286W-A	S. cerevisiae	""	""
S000028680	YLR299C-A	S. cerevisiae	""	""
S000028681	YLR347W-A	S. cerevisiae	""	""
S000028682	YLR399W-A	S. cerevisiae	""	""
S000028684	YLR437C-A	S. cerevisiae	""	""
S000028685	YLR466C-A	S. cerevisiae	""	""
S000028686	YLR466C-B	S. cerevisiae	""	""
S000028687	YLR467C-A	S. cerevisiae	""	""
S000028689	YML133W-A	S. cerevisiae	""	""
S000028690	YML133W-B	S. cerevisiae	""	""
S000028695	YMR272W-A	S. cerevisiae	""	""
S000028700	YNL097W-A	S. cerevisiae	""	""
S000028701	YNL103W-A	S. cerevisiae	""	""
S000028702	YNL144W-A	S. cerevisiae	""	""
S000028703	YNL339W-A	S. cerevisiae	""	""
S000028704	YNL339W-B	S. cerevisiae	""	""
S000028705	YNR003W-A	S. cerevisiae	""	""
S000028708	YOL085W-A	S. cerevisiae	""	""
S000028711	YOR108C-A	S. cerevisiae	""	""
S000028713	YOR161W-A	S. cerevisiae	""	""
S000028714	YOR161W-B	S. cerevisiae	""	""
S000028715	YOR186C-A	S. cerevisiae	""	""
S000028716	YOR231C-A	S. cerevisiae	""	""
S000028717	YOR335W-A	S. cerevisiae	""	""
S000028719	YOR396C-A	S. cerevisiae	""	""
S000028720	YPL135C-A	S. cerevisiae	""	""
S000028722	YPL222C-A	S. cerevisiae	""	""
S000028723	YPL283W-A	S. cerevisiae	""	""
S000028724	YPL283W-B	S. cerevisiae	""	""
S000028726	YPR160C-A	S. cerevisiae	""	""
S000028727	YPR204C-A	S. cerevisiae	""	""
S000028728	YAL016C-A	S. cerevisiae	""	""
S000028729	YAL019W-A	S. cerevisiae	""	""
S000028730	YAL026C-A	S. cerevisiae	""	""
S000028731	YAL031W-A	S. cerevisiae	""	""
S000028733	YAL047W-A	S. cerevisiae	""	""
S000028734	YAL059C-A	S. cerevisiae	""	""
S000028735	YAR019W-A	S. cerevisiae	""	""
S000028737	YBR109W-A	S. cerevisiae	""	""
S000028738	YBR126W-B	S. cerevisiae	""	""
S000028742	YEL018C-A	S. cerevisiae	""	""
S000028743	YEL034C-A	S. cerevisiae	""	""
S000028744	YEL053W-A	S. cerevisiae	""	""
S000028745	YER006C-A	S. cerevisiae	""	""
S000028747	YER046W-A	S. cerevisiae	""	""
S000028748	YER067C-A	S. cerevisiae	""	""
S000028749	YER068C-A	S. cerevisiae	""	""
S000028750	YER076W-A	S. cerevisiae	""	""
S000028751	YER079C-A	S. cerevisiae	""	""
S000028752	YER084W-A	S. cerevisiae	""	""
S000028753	YER087C-A	S. cerevisiae	""	""
S000028754	YER088C-A	S. cerevisiae	""	""
S000028755	YER107W-A	S. cerevisiae	""	""
S000028756	YER133W-A	S. cerevisiae	""	""
S000028757	YER137W-A	S. cerevisiae	""	""
S000028759	YER147C-A	S. cerevisiae	""	""
S000028760	YER148W-A	S. cerevisiae	""	""
S000028761	YER152W-A	S. cerevisiae	""	""
S000028762	YER165C-A	S. cerevisiae	""	""
S000028763	YER172C-A	S. cerevisiae	""	""
S000028765	YFL015W-A	S. cerevisiae	""	""
S000028766	YFL021C-A	S. cerevisiae	""	""
S000028767	YFR036W-A	S. cerevisiae	""	""
S000028768	YFR052C-A	S. cerevisiae	""	""
S000028770	YHL002C-A	S. cerevisiae	""	""
S000028771	YHL006W-A	S. cerevisiae	""	""
S000028772	YHL019W-A	S. cerevisiae	""	""
S000028773	YHL030W-A	S. cerevisiae	""	""
S000028774	YHL034W-A	S. cerevisiae	""	""
S000028775	YHL046W-A	S. cerevisiae	""	""
S000028776	YHR028W-A	S. cerevisiae	""	""
S000028777	YHR056W-A	S. cerevisiae	""	""
S000028778	YHR063W-A	S. cerevisiae	""	""
S000028779	YHR069C-A	S. cerevisiae	""	""
S000028780	YHR070C-A	S. cerevisiae	""	""
S000028781	YHR071C-A	S. cerevisiae	""	""
S000028782	YHR131W-A	S. cerevisiae	""	""
S000028783	YHR165W-A	S. cerevisiae	""	""
S000028784	YHR182C-A	S. cerevisiae	""	""
S000028785	YHR193C-A	S. cerevisiae	""	""
S000028786	YHR218W-A	S. cerevisiae	""	""
S000028787	YIL020C-A	S. cerevisiae	""	""
S000028788	YIL029W-A	S. cerevisiae	""	""
S000028789	YIL030W-A	S. cerevisiae	""	""
S000028790	YIL047C-A	S. cerevisiae	""	""
S000028791	YIL066W-A	S. cerevisiae	""	""
S000028792	YIL068W-A	S. cerevisiae	""	""
S000028793	YIL071W-A	S. cerevisiae	""	""
S000028794	YIL100C-A	S. cerevisiae	""	""
S000028795	YIL115W-A	S. cerevisiae	""	""
S000028796	YIL142C-A	S. cerevisiae	""	""
S000028797	YIL156W-A	S. cerevisiae	""	""
S000028798	YIL171W-A	S. cerevisiae	""	""
S000028799	YIR017W-A	S. cerevisiae	""	""
S000028800	YIR020C-B	S. cerevisiae	""	""
S000028801	YIR023C-A	S. cerevisiae	""	""
S000028802	YIR030W-A	S. cerevisiae	""	""
S000028803	YIR036W-A	S. cerevisiae	""	""
S000028809	YML031C-A	S. cerevisiae	""	""
S000028814	YBL039C-A	S. cerevisiae	""	""
S000028815	YBR121C-A	S. cerevisiae	""	""
S000028820	YDR118W-A	S. cerevisiae	""	""
S000028821	YDR320W-B	S. cerevisiae	""	""
S000028822	YDR371C-A	S. cerevisiae	""	""
S000028823	YFR009W-A	S. cerevisiae	""	""
S000028824	YFR010W-A	S. cerevisiae	""	""
S000028825	YGL014C-A	S. cerevisiae	""	""
S000028831	YHR032W-A	S. cerevisiae	""	""
S000028833	YHR073C-B	S. cerevisiae	""	""
S000028834	YHR073W-A	S. cerevisiae	""	""
S000028839	YJL197C-A	S. cerevisiae	""	""
S000028840	YKL100W-A	S. cerevisiae	""	""
S000028841	YKL145W-A	S. cerevisiae	""	""
S000028843	YLR154W-F	S. cerevisiae	""	""
S000028844	YLR163W-A	S. cerevisiae	""	""
S000028846	YLR364C-A	S. cerevisiae	""	""
S000028847	YMR013C-A	S. cerevisiae	""	""
S000028853	YOL083C-A	S. cerevisiae	""	""
S000028860	YPR160W-A	S. cerevisiae	""	""
S000028861	YPR170W-A	S. cerevisiae	""	""
S000029725	YER090C-A	S. cerevisiae	""	""
S000087087	YBR056C-B	S. cerevisiae	""	""
