S000001133	YHR091C	MSR1	Mitochondrial tRNA Synthetase aRginine	arginine--tRNA ligase MSR1	Mitochondrial arginyl-tRNA synthetase	S. cerevisiae	ORF
S000001134	YHR092C	HXT4	HeXose Transporter	hexose transporter HXT4|LGT1|RAG1	High-affinity glucose transporter	S. cerevisiae	ORF
S000001135	YHR093W	AHT1	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001136	YHR094C	HXT1	HeXose Transporter	hexose transporter HXT1|HOR4	Low-affinity glucose transporter of the major facilitator superfamily	S. cerevisiae	ORF
S000001138	YHR096C	HXT5	HeXose Transporter	hexose transporter HXT5	Hexose transporter with moderate affinity for glucose	S. cerevisiae	ORF
S000001139	YHR097C	PAL2	Pears And Lemons	SCD1	Protein involved in clathrin-mediated endocytosis	S. cerevisiae	ORF
S000001140	YHR098C	SFB3	Sed Five Binding	LST1	Component of the Sec23p-Sfb3p heterodimer of the COPII vesicle coat	S. cerevisiae	ORF
S000001141	YHR099W	TRA1	similar to human TRRAP	histone acetyltransferase TRA1	Subunit of SAGA and NuA4 histone acetyltransferase complexes	S. cerevisiae	ORF
S000001142	YHR100C	GEP4	GEnetic interactors of Prohibitins	phosphatidylglycerophosphatase	Mitochondrial phosphatidylglycerophosphatase (PGP phosphatase)	S. cerevisiae	ORF
S000001143	YHR101C	BIG1	Bad In Glucose	""	Integral membrane protein of the endoplasmic reticulum	S. cerevisiae	ORF
S000001144	YHR102W	KIC1	Kinase that Interacts with Cdc31p	NRK1|putative serine/threonine protein kinase KIC1	Protein kinase of the PAK/Ste20 family, required for cell integrity	S. cerevisiae	ORF
S000001145	YHR103W	SBE22	similar to SBE2	""	Protein involved in bud growth	S. cerevisiae	ORF
S000001146	YHR104W	GRE3	Genes de Respuesta a Estres (stress responsive genes)	trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))	Aldose reductase	S. cerevisiae	ORF
S000001147	YHR105W	YPT35	""	""	Endosomal protein of unknown function	S. cerevisiae	ORF
S000001148	YHR106W	TRR2	ThioRedoxin Reductase	thioredoxin-disulfide reductase TRR2	Mitochondrial thioredoxin reductase	S. cerevisiae	ORF
S000001149	YHR107C	CDC12	Cell Division Cycle	CLA10|PSL7|septin CDC12	Component of the septin ring that is required for cytokinesis	S. cerevisiae	ORF
S000001150	YHR108W	GGA2	Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein	phosphatidylinositol 4-phosphate-binding protein	Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking	S. cerevisiae	ORF
S000001151	YHR109W	CTM1	CyTochrome c Methyltransferase	cytochrome c lysine N-methyltransferase	Cytochrome c lysine methyltransferase	S. cerevisiae	ORF
S000001152	YHR110W	ERP5	Emp24p/Erv25p Related Protein	""	Protein with similarity to Emp24p and Erv25p	S. cerevisiae	ORF
S000001153	YHR111W	UBA4	UBiquitin-Activating	YHR1	E1-like protein that activates Urm1p before urmylation	S. cerevisiae	ORF
S000001154	YHR112C	""	""	putative cystathionine beta-lyase	Protein of unknown function	S. cerevisiae	ORF
S000001155	YHR113W	APE4	""	aspartyl aminopeptidase	Cytoplasmic aspartyl aminopeptidase with possible vacuole function	S. cerevisiae	ORF
S000001156	YHR114W	BZZ1	""	LSB7	SH3 domain protein implicated in regulating actin polymerization	S. cerevisiae	ORF
S000001157	YHR115C	DMA1	Defective in Mitotic Arrest	CHF1|ubiquitin-conjugating protein DMA1	Ubiquitin-protein ligase (E3)	S. cerevisiae	ORF
S000001158	YHR116W	COX23	Cytochrome OXidase	""	Protein that functions in mitochondrial copper homeostasis	S. cerevisiae	ORF
S000001159	YHR117W	TOM71	Translocase of the Outer Mitochondrial membrane	protein channel TOM71|TOM72	Mitochondrial outer membrane protein	S. cerevisiae	ORF
S000001160	YHR118C	ORC6	Origin Recognition Complex	origin recognition complex subunit 6	Subunit of the origin recognition complex (ORC)	S. cerevisiae	ORF
S000001161	YHR119W	SET1	SET domain-containing	histone methyltransferase SET1|KMT2|YTX1	Histone methyltransferase, subunit of the COMPASS (Set1C) complex	S. cerevisiae	ORF
S000001162	YHR120W	MSH1	MutS Homolog	mismatch repair ATPase MSH1	DNA-binding protein of the mitochondria	S. cerevisiae	ORF
S000001163	YHR121W	LSM12	Like SM	""	Protein of unknown function that may function in RNA processing	S. cerevisiae	ORF
S000001164	YHR122W	CIA2	Cytosolic Iron-sulfur protein Assembly	iron-sulfur cluster assembly protein CIA2	Component of cytosolic iron-sulfur protein assembly (CIA) machinery	S. cerevisiae	ORF
S000001165	YHR123W	EPT1	EthanolaminePhosphoTransferase	bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase	sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase	S. cerevisiae	ORF
S000001166	YHR124W	NDT80	Non-DiTyrosine	transcription factor NDT80	Meiosis-specific transcription factor	S. cerevisiae	ORF
S000001167	YHR125W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001168	YHR126C	ANS1	""	""	Putative GPI protein	S. cerevisiae	ORF
S000001169	YHR127W	""	""	HSN1	Protein of unknown function	S. cerevisiae	ORF
S000001170	YHR128W	FUR1	5-FluoroURidine resistant	uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase	S. cerevisiae	ORF
S000001171	YHR129C	ARP1	Actin-Related Protein	ACT5|actin-related protein 1	Actin-related protein of the dynactin complex	S. cerevisiae	ORF
S000001172	YHR130C	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001173	YHR131C	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001174	YHR132C	ECM14	ExtraCellular Mutant	putative metallocarboxypeptidase	Conserved fungal protein with similarity to zinc carboxypeptidases	S. cerevisiae	ORF
S000001175	YHR133C	NSG1	""	""	Protein involved in regulation of sterol biosynthesis	S. cerevisiae	ORF
S000001176	YHR134W	WSS1	Weak Suppressor of Smt3	metalloendopeptidase WSS1	SUMO-ligase and SUMO-targeted metalloprotease	S. cerevisiae	ORF
S000001177	YHR135C	YCK1	Yeast Casein Kinase I homolog	CKI2|serine/threonine protein kinase YCK1	Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform	S. cerevisiae	ORF
S000001178	YHR136C	SPL2	Suppressor of PLc1 deletion	""	Protein with similarity to cyclin-dependent kinase inhibitors	S. cerevisiae	ORF
S000001179	YHR137W	ARO9	AROmatic amino acid requiring	aromatic-amino-acid:2-oxoglutarate transaminase	Aromatic aminotransferase II	S. cerevisiae	ORF
S000001180	YHR138C	""	""	""	Protein of unknown function	S. cerevisiae	ORF
S000001181	YHR139C	SPS100	SPorulation Specific	""	Protein required for spore wall maturation	S. cerevisiae	ORF
S000001182	YHR140W	""	""	""	Endoplasmic reticulum protein	S. cerevisiae	ORF
S000001183	YHR141C	RPL42B	Ribosomal Protein of the Large subunit	eL42|L41B|L42B|L44e|MAK18|ribosomal 60S subunit protein L42B|YL27|YP44	Ribosomal 60S subunit protein L42B	S. cerevisiae	ORF
S000001184	YHR142W	CHS7	CHitin Synthase-related	""	Protein of unknown function	S. cerevisiae	ORF
S000001185	YHR143W-A	RPC10	RNA Polymerase C	ABC10-alpha|DNA-directed RNA polymerase core subunit RPC10|RPB12	RNA polymerase subunit ABC10-alpha, found in RNA pol I, II, and III	S. cerevisiae	ORF
S000001186	YHR143W	DSE2	Daughter Specific Expression	""	Daughter cell-specific secreted protein with similarity to glucanases	S. cerevisiae	ORF
S000001187	YHR144C	DCD1	dCMP Deaminase	deoxycytidine monophosphate deaminase	Deoxycytidine monophosphate (dCMP) deaminase	S. cerevisiae	ORF
S000001189	YHR146W	CRP1	Cruciform DNA-Recognizing Protein	""	Protein that binds to cruciform DNA structures	S. cerevisiae	ORF
S000001190	YHR147C	MRPL6	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL16|uL6m|YmL16	Mitochondrial ribosomal protein of the large subunit	S. cerevisiae	ORF
S000001191	YHR148W	IMP3	Interacting with Mpp10p	snoRNA-binding rRNA-processing protein IMP3	Component of the SSU processome	S. cerevisiae	ORF
S000001192	YHR149C	SKG6	Suppressor of lethality of Kex2 Gas1 double null mutant	""	Integral membrane protein	S. cerevisiae	ORF
S000001193	YHR150W	PEX28	PEroXisome related	""	Peroxisomal integral membrane peroxin	S. cerevisiae	ORF
S000001194	YHR151C	MTC6	Maintenance of Telomere Capping	""	Protein of unknown function	S. cerevisiae	ORF
S000001195	YHR152W	SPO12	SPOrulation	SDB21	Nucleolar protein of unknown function	S. cerevisiae	ORF
S000001196	YHR153C	SPO16	SPOrulation	""	Meiosis-specific protein involved in synaptonemal complex assembly	S. cerevisiae	ORF
S000001197	YHR154W	RTT107	Regulator of Ty1 Transposition	ESC4	BRCA1 C-terminal domain protein needed for recovery from DNA damage	S. cerevisiae	ORF
S000001198	YHR155W	LAM1	Lipid transfer protein Anchored at Membrane contact sites	YSP1	Putative sterol transfer protein	S. cerevisiae	ORF
S000001199	YHR156C	LIN1	LINk	SNU40|U5 snRNP complex subunit LIN1	Non-essential component of U5 snRNP	S. cerevisiae	ORF
S000001200	YHR157W	REC104	RECombination	""	Protein involved in early stages of meiotic recombination	S. cerevisiae	ORF
S000001201	YHR158C	KEL1	KELch repeat	""	Protein required for proper cell fusion and cell morphology	S. cerevisiae	ORF
S000001202	YHR159W	TDA11	Topoisomerase I Damage Affected	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001203	YHR160C	PEX18	PEroXin	""	Peroxin	S. cerevisiae	ORF
S000001204	YHR161C	YAP1801	Yeast Assembly Polypeptide	""	Protein of the AP180 family, involved in clathrin cage assembly	S. cerevisiae	ORF
S000001205	YHR162W	MPC2	Mitochondrial Pyruvate Carrier	mitochondrial pyruvate carrier	Highly conserved subunit of the mitochondrial pyruvate carrier (MPC)	S. cerevisiae	ORF
S000001206	YHR163W	SOL3	Suppressor Of Los1-1	6-phosphogluconolactonase SOL3	6-phosphogluconolactonase	S. cerevisiae	ORF
S000001207	YHR164C	DNA2	DNA synthesis defective	bifunctional ATP-dependent DNA helicase/ssDNA endodeoxyribonuclease DNA2|WEB2	Tripartite DNA replication factor	S. cerevisiae	ORF
S000001208	YHR165C	PRP8	Pre-mRNA Processing	DBF3|DNA39|RNA8|SLT21|U4/U6-U5 snRNP complex subunit PRP8|USA2	Component of U4/U6-U5 snRNP complex	S. cerevisiae	ORF
S000001209	YHR166C	CDC23	Cell Division Cycle	anaphase promoting complex subunit CDC23	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C)	S. cerevisiae	ORF
S000001210	YHR167W	THP2	THO2 - HPR1 Phenotype	""	Subunit of the THO and TREX complexes	S. cerevisiae	ORF
S000001211	YHR168W	MTG2	MiTochondrial Gtpase 2	putative GTPase MTG2	Putative GTPase	S. cerevisiae	ORF
S000001212	YHR169W	DBP8	Dead Box Protein	ATP-dependent RNA helicase DBP8	ATPase, putative RNA helicase of the DEAD-box family	S. cerevisiae	ORF
S000001213	YHR170W	NMD3	Nonsense-Mediated mRNA Decay	ribosome-binding protein NMD3|SRC5	Protein involved in nuclear export of the large ribosomal subunit	S. cerevisiae	ORF
S000001214	YHR171W	ATG7	AuTophaGy related	APG11|APG7|CVT2	Autophagy-related protein and dual specificity member of the E1 family	S. cerevisiae	ORF
S000001215	YHR172W	SPC97	Spindle Pole Component	""	Component of the microtubule-nucleating Tub4p (gamma-tubulin) complex	S. cerevisiae	ORF
S000001216	YHR173C	""	""	""	Protein of unknown function	S. cerevisiae	ORF
S000001217	YHR174W	ENO2	ENOlase	phosphopyruvate hydratase ENO2	Enolase II, a phosphopyruvate hydratase	S. cerevisiae	ORF
S000001218	YHR175W	CTR2	Copper TRansport	low-affinity Cu transporter	Low-affinity copper transporter of the vacuolar membrane	S. cerevisiae	ORF
S000001219	YHR176W	FMO1	Flavin containing MonoOxygenase	N,N-dimethylaniline monooxygenase	Flavin-containing monooxygenase	S. cerevisiae	ORF
S000001220	YHR177W	ROF1	Regulator Of Fluffy	GON3	Putative transcription factor containing a WOPR domain	S. cerevisiae	ORF
S000001221	YHR178W	STB5	Sin Three Binding protein	""	Transcription factor	S. cerevisiae	ORF
S000001222	YHR179W	OYE2	Old Yellow Enzyme	NADPH dehydrogenase	Conserved NADPH oxidoreductase containing flavin mononucleotide (FMN)	S. cerevisiae	ORF
S000001223	YHR180W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001224	YHR181W	SVP26	Sed5 Vesicle Protein	ERV26	Integral membrane protein of early Golgi and ER	S. cerevisiae	ORF
S000001225	YHR182W	RGD3	""	""	GTPase activating protein (GAP) for Rho3p, involved in cell polarity g	S. cerevisiae	ORF
S000001226	YHR183W	GND1	6-phosphoGlucoNateDehydrogenase	phosphogluconate dehydrogenase (decarboxylating) GND1	6-phosphogluconate dehydrogenase (decarboxylating)	S. cerevisiae	ORF
S000001227	YHR184W	SSP1	""	SPO3	Protein involved in the control of meiotic nuclear division	S. cerevisiae	ORF
S000001228	YHR185C	PFS1	Prospore Formation at Spindles	ADY1	Sporulation protein required for prospore membrane formation	S. cerevisiae	ORF
S000001229	YHR186C	KOG1	Kontroller Of Growth	LAS24|ubiquitin-binding TORC1 subunit KOG1	Subunit of TORC1	S. cerevisiae	ORF
S000001230	YHR187W	IKI1	Insensitive to KIller toxin	Elongator subunit IKI1|ELP5|HAP2|TOT5	Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex	S. cerevisiae	ORF
S000001231	YHR188C	GPI16	GlycosylPhosphatidylInositol anchor biosynthesis	GPI-anchor transamidase subunit GPI16	Subunit of the glycosylphosphatidylinositol transamidase complex	S. cerevisiae	ORF
S000001232	YHR189W	PTH1	Peptidyl-Trna Hydrolase	aminoacyl-tRNA hydrolase|PTH	One of two mitochondrially-localized peptidyl-tRNA hydrolases	S. cerevisiae	ORF
S000001233	YHR190W	ERG9	ERGosterol biosynthesis	bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase	Farnesyl-diphosphate farnesyl transferase (squalene synthase)	S. cerevisiae	ORF
S000001234	YHR191C	CTF8	Chromosome Transmission Fidelity	""	Subunit of a complex with Ctf18p	S. cerevisiae	ORF
S000001235	YHR192W	LNP1	LuNaPark family member	""	Lunapark family member involved in ER network formation	S. cerevisiae	ORF
S000001236	YHR193C	EGD2	Enhancer of Gal4 DNA binding	""	Alpha subunit of the nascent polypeptide-associated complex (NAC)	S. cerevisiae	ORF
S000001237	YHR194W	MDM31	Mitochondrial Distribution and Morphology	""	Mitochondrial protein that may have a role in phospholipid metabolism	S. cerevisiae	ORF
S000001238	YHR195W	NVJ1	Nucleus-Vacuole Junction	VAB36	Nuclear envelope protein	S. cerevisiae	ORF
S000001239	YHR196W	UTP9	U Three Protein	""	Nucleolar protein	S. cerevisiae	ORF
S000001240	YHR197W	RIX1	RIbosome eXport	IPI2	Component of the Rix1 complex and possibly pre-replicative complexes	S. cerevisiae	ORF
S000001241	YHR198C	AIM18	Altered Inheritance rate of Mitochondria	FMP22	Protein of unknown function	S. cerevisiae	ORF
S000001242	YHR199C	AIM46	Altered Inheritance rate of Mitochondria	FMP34	Protein of unknown function	S. cerevisiae	ORF
S000001243	YHR200W	RPN10	Regulatory Particle Non-ATPase	MCB1|proteasome regulatory particle base subunit RPN10|SUN1	Proteasome polyubiquitin receptor	S. cerevisiae	ORF
S000001244	YHR201C	PPX1	""	exopolyphosphatase	Exopolyphosphatase	S. cerevisiae	ORF
S000001245	YHR202W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001246	YHR203C	RPS4B	Ribosomal Protein of the Small subunit	eS4|ribosomal 40S subunit protein S4B|rp5|S4B|S4e|S7B|YS6	Protein component of the small (40S) ribosomal subunit	S. cerevisiae	ORF
S000001247	YHR204W	MNL1	MaNnosidase-Like protein	alpha-1,2-mannosidase MNL1|HTM1	Alpha-1,2-specific exomannosidase of the endoplasmic reticulum	S. cerevisiae	ORF
S000001248	YHR205W	SCH9	""	HRM2|KOM1|serine/threonine protein kinase SCH9	AGC family protein kinase	S. cerevisiae	ORF
S000001249	YHR206W	SKN7	Suppressor of Kre Null	BRY1|kinase-regulated stress-responsive transcription factor SKN7|POS9	Nuclear response regulator and transcription factor	S. cerevisiae	ORF
S000001250	YHR207C	SET5	SET domain-containing	S-adenosylmethionine-dependent methyltransferase	Methyltransferase involved in methylation of histone H4 Lys5, -8, -12	S. cerevisiae	ORF
S000001251	YHR208W	BAT1	Branched-chain Amino acid Transaminase	branched-chain-amino-acid transaminase BAT1|ECA39|TWT1	Mitochondrial branched-chain amino acid (BCAA) aminotransferase	S. cerevisiae	ORF
S000001252	YHR209W	CRG1	Cantharidin Resistance Gene	S-adenosylmethionine-dependent methyltransferase	S-AdoMet-dependent methyltransferase involved in lipid homeostasis	S. cerevisiae	ORF
S000001253	YHR210C	""	""	aldose 1-epimerase superfamily protein	Putative aldose 1-epimerase superfamily protein	S. cerevisiae	ORF
S000001254	YHR211W	FLO5	FLOcculation	flocculin FLO5	Lectin-like cell wall protein (flocculin) involved in flocculation	S. cerevisiae	ORF
S000001256	YHR213W	""	""	""	Pseudogenic fragment with similarity to flocculins	S. cerevisiae	ORF
S000001257	YHR214W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001258	YHR215W	PHO12	PHOsphate metabolism	acid phosphatase PHO12|PHO10	One of three repressible acid phosphatases	S. cerevisiae	ORF
S000001259	YHR216W	IMD2	IMP Dehydrogenase	IMP dehydrogenase IMD2|PUR5	Inosine monophosphate dehydrogenase	S. cerevisiae	ORF
S000001261	YHR218W	""	""	""	Helicase-like protein encoded within the telomeric Y' element	S. cerevisiae	ORF
S000001262	YHR219W	""	""	""	Putative protein of unknown function with similarity to helicases	S. cerevisiae	ORF
S000001263	YIL001W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001264	YIL002C	INP51	INositol polyphosphate 5-Phosphatase	phosphoinositide 5-phosphatase INP51|SJL1	Phosphatidylinositol 4,5-bisphosphate 5-phosphatase	S. cerevisiae	ORF
S000001265	YIL003W	CFD1	Cytosolic Fe-S cluster Deficient	DRE3|iron-sulfur cluster assembly protein CFD1	Highly conserved iron-sulfur cluster binding protein	S. cerevisiae	ORF
S000001266	YIL004C	BET1	Blocked Early in Transport	SLY12	Type II membrane protein required for vesicular transport	S. cerevisiae	ORF
S000001267	YIL005W	EPS1	ER-retained Pma1 Suppressing	protein disulfide isomerase EPS1	ER protein with chaperone and co-chaperone activity	S. cerevisiae	ORF
S000001268	YIL006W	YIA6	""	NAD+ transporter|NDT1	Mitochondrial NAD+ transporter	S. cerevisiae	ORF
S000001269	YIL007C	NAS2	Non-ATPase Subunit	""	Evolutionarily conserved 19S regulatory particle assembly-chaperone	S. cerevisiae	ORF
S000001270	YIL008W	URM1	Ubiquitin Related Modifier	ubiquitin-related modifier URM1	Ubiquitin-like protein involved in thiolation of cytoplasmic tRNAs	S. cerevisiae	ORF
S000001271	YIL009W	FAA3	Fatty Acid Activation	long-chain fatty acid-CoA ligase FAA3	Long chain fatty acyl-CoA synthetase	S. cerevisiae	ORF
S000001272	YIL010W	DOT5	Disruptor Of Telomeric silencing	thioredoxin peroxidase DOT5	Nuclear thiol peroxidase	S. cerevisiae	ORF
S000001273	YIL011W	TIR3	TIp1-Related	YIB1	Cell wall mannoprotein	S. cerevisiae	ORF
S000001274	YIL012W	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001275	YIL013C	PDR11	Pleiotropic Drug Resistance	ATP-binding cassette multidrug transporter PDR11	ATP-binding cassette (ABC) transporter	S. cerevisiae	ORF
S000001276	YIL014W	MNT3	MaNnosylTransferase	alpha-1,3-mannosyltransferase MNT3	Alpha-1,3-mannosyltransferase	S. cerevisiae	ORF
S000001277	YIL015W	BAR1	BARrier to the alpha factor response	aspartyl protease BAR1|SST1	Aspartyl protease secreted to periplasmic space of mating type a cell	S. cerevisiae	ORF
S000001278	YIL016W	SNL1	Suppressor of Nup116-C Lethal	""	Ribosome-associated protein	S. cerevisiae	ORF
S000001279	YIL017C	VID28	Vacuolar Import and Degradation	GID5|glucose-induced degradation complex subunit VID28|YIL017W	GID Complex subunit, serves as adaptor for regulatory subunit Vid24p	S. cerevisiae	ORF
S000001280	YIL018W	RPL2B	Ribosomal Protein of the Large subunit	L2|L2B|L5B|LOT2|ribosomal 60S subunit protein L2B|rp8|RPL5A|uL2|YL6	Ribosomal 60S subunit protein L2B	S. cerevisiae	ORF
S000001281	YIL019W	FAF1	Forty (40) S Assembly Factor 	""	Protein required for pre-rRNA processing	S. cerevisiae	ORF
S000001282	YIL020C	HIS6	HIStidine requiring	1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase HIS6	Enzyme that catalyzes the fourth step in the histidine pathway	S. cerevisiae	ORF
S000001283	YIL021W	RPB3	RNA Polymerase B	B44|DNA-directed RNA polymerase II core subunit RPB3	RNA polymerase II third largest subunit B44	S. cerevisiae	ORF
S000001284	YIL022W	TIM44	Translocase of the Inner Mitochondrial membrane	ISP45|MIM44|MPI1|protein translocase subunit TIM44	Essential component of the TIM23 complex	S. cerevisiae	ORF
S000001285	YIL023C	YKE4	Yeast ortholog of mouse KE4	Zn(2+) transporter YKE4	Zinc transporter	S. cerevisiae	ORF
S000001286	YIL024C	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001288	YIL026C	IRR1	IRRegular cell behavior	SCC3	Subunit of the cohesin complex	S. cerevisiae	ORF
S000001289	YIL027C	EMC5	ER Membrane protein Complex	KRE27	Member of conserved ER transmembrane complex	S. cerevisiae	ORF
S000001291	YIL029C	EMA17	Efficient Mitochondria targeting-Associated protein	""	Protein involved in targeting mitochondrial membrane protein precursor	S. cerevisiae	ORF
S000001292	YIL030C	SSM4	Suppressor of mrna Stability Mutant	DOA10|E3 ubiquitin-protein ligase SSM4|KIS3	Membrane-embedded ubiquitin-protein ligase and retrotranslocase	S. cerevisiae	ORF
S000001293	YIL031W	ULP2	UbL-specific Protease	SMT4|SUMO protease ULP2	Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins	S. cerevisiae	ORF
S000001295	YIL033C	BCY1	Bypass of CYclic-AMP requirement	cAMP-dependent protein kinase regulatory subunit BCY1|SRA1	Regulatory subunit of the cyclic AMP-dependent protein kinase (PKA)	S. cerevisiae	ORF
S000001296	YIL034C	CAP2	CAPping	F-actin-capping protein subunit beta	Beta subunit of the capping protein heterodimer (Cap1p and Cap2p)	S. cerevisiae	ORF
S000001297	YIL035C	CKA1	Casein Kinase Alpha subunit	casein kinase 2 catalytic subunit CKA1	Alpha catalytic subunit of casein kinase 2 (CK2)	S. cerevisiae	ORF
S000001298	YIL036W	CST6	Chromosome STability	ACA2|SHF1	Basic leucine zipper (bZIP) transcription factor from ATF/CREB family	S. cerevisiae	ORF
S000001299	YIL037C	PRM2	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM2	Pheromone-regulated protein	S. cerevisiae	ORF
S000001300	YIL038C	NOT3	Negative On TATA	CCR4-NOT core subunit NOT3	Component of the CCR4-NOT core complex, involved in mRNA decapping	S. cerevisiae	ORF
S000001301	YIL039W	TED1	Trafficking of Emp24p/Erv25p-dependent cargo Disrupted	""	GPI-glycan remodelase	S. cerevisiae	ORF
S000001302	YIL040W	APQ12	APical growth revealed by Quantitative morphological analysis	""	Nuclear envelope/ER integral membrane protein	S. cerevisiae	ORF
S000001303	YIL041W	GVP36	Golgi Vesicle Protein	""	BAR domain protein that localizes to early and late Golgi vesicles	S. cerevisiae	ORF
S000001304	YIL042C	PKP1	Protein Kinase of PDH	protein kinase PKP1	Mitochondrial protein kinase	S. cerevisiae	ORF
S000001305	YIL043C	CBR1	Cytochrome b Reductase	CBR5|cytochrome-b5 reductase	Cytochrome b reductase and NADH-dependent reductase for Dph3p	S. cerevisiae	ORF
S000001306	YIL044C	AGE2	ArfGAP Effector	GTPase-activating protein AGE2|SAT2	ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector	S. cerevisiae	ORF
S000001307	YIL045W	PIG2	Protein Interacting with Gsy2p	putative protein phosphatase regulator PIG2	Putative type-1 protein phosphatase targeting subunit	S. cerevisiae	ORF
S000001308	YIL046W	MET30	METhionine requiring	ubiquitin-binding SDF ubiquitin ligase complex subunit MET30|ZRG11	F-box protein containing five copies of the WD40 motif	S. cerevisiae	ORF
S000001309	YIL047C	SYG1	Suppressor of Yeast Gpa1	""	Plasma membrane protein of unknown function	S. cerevisiae	ORF
S000001310	YIL048W	NEO1	NEOmycin-resistance	putative aminophospholipid-translocating P4-type ATPase NEO1	Phospholipid translocase (flippase), role in phospholipid asymmetry o	S. cerevisiae	ORF
S000001311	YIL049W	DFG10	Defective for Filamentous Growth	putative polyprenol reductase	Probable polyprenol reductase	S. cerevisiae	ORF
S000001312	YIL050W	PCL7	Pho85 CycLin	""	Pho85p cyclin of the Pho80p subfamily	S. cerevisiae	ORF
S000001313	YIL051C	MMF1	Mitochondrial Matrix Factor	IBM1|isoleucine biosynthesis protein MMF1	Mitochondrial protein required for transamination of isoleucine	S. cerevisiae	ORF
S000001314	YIL052C	RPL34B	Ribosomal Protein of the Large subunit	eL34|L34B|L34e|ribosomal 60S subunit protein L34B	Ribosomal 60S subunit protein L34B	S. cerevisiae	ORF
S000001315	YIL053W	GPP1	Glycerol-3-Phosphate Phosphatase	glycerol-1-phosphatase RHR2|RHR2	Constitutively expressed DL-glycerol-3-phosphate phosphatase	S. cerevisiae	ORF
S000001316	YIL054W	""	""	""	Protein of unknown function	S. cerevisiae	ORF
S000001317	YIL055C	""	""	""	Putative protein of unknown function	S. cerevisiae	ORF
S000001318	YIL056W	VHR1	VHt1 Regulator	""	Transcriptional activator	S. cerevisiae	ORF
S000001319	YIL057C	RGI2	Respiratory growth induced	""	Protein of unknown function	S. cerevisiae	ORF
S000001322	YIL060W	""	""	""	Mitochondrial protein of unknown function	S. cerevisiae	ORF
S000001323	YIL061C	SNP1	""	U1-70K|U1 snRNP complex subunit SNP1	Component of U1 snRNP required for mRNA splicing via spliceosome	S. cerevisiae	ORF
S000001324	YIL062C	ARC15	ARp2/3 Complex subunit	""	Subunit of the ARP2/3 complex	S. cerevisiae	ORF
S000001325	YIL063C	YRB2	Yeast Ran Binder	""	Protein of unknown function	S. cerevisiae	ORF
S000001326	YIL064W	EFM4	Elongation Factor Methyltransferase	SEE1	Lysine methyltransferase	S. cerevisiae	ORF
S000001327	YIL065C	FIS1	mitochondrial FISsion	MDV2	Protein involved in mitochondrial fission and peroxisome abundance	S. cerevisiae	ORF
S000001328	YIL066C	RNR3	RiboNucleotide Reductase	DIN1|ribonucleotide-diphosphate reductase subunit RNR3|RIR3	Minor isoform of large subunit of ribonucleotide-diphosphate reductase	S. cerevisiae	ORF
S000001329	YIL067C	""	""	""	Uncharacterized protein of unknown function	S. cerevisiae	ORF
S000001330	YIL068C	SEC6	SECretory	SNARE-binding exocyst subunit SEC6	Essential 88kDa subunit of the exocyst complex	S. cerevisiae	ORF
S000001331	YIL069C	RPS24B	Ribosomal Protein of the Small subunit	eS24|ribosomal 40S subunit protein S24B|RPS24EB|S24B|S24e	Protein component of the small (40S) ribosomal subunit	S. cerevisiae	ORF
S000001332	YIL070C	MAM33	Mitochondrial Acidic Matrix protein	""	Acidic protein of the mitochondrial matrix that binds unassembled larg	S. cerevisiae	ORF
S000001333	YIL071C	PCI8	Proteasome-COP9 signalosome (CSN)-eIF3	CSN11|YIH1|YIL071W	Possible shared subunit of Cop9 signalosome (CSN) and eIF3	S. cerevisiae	ORF
S000001334	YIL072W	HOP1	HOmolog Pairing	""	Meiosis-specific protein required for chromosome synapsis	S. cerevisiae	ORF
